Time_NOAH_UTC,K_RH_WRF,K_T_WRF,D_T_WRF,D_RH_WRF,K_wind_speed,K_wind_dir,D_wind_speed,D_wind_direction
6/5/15 2:00,55.1864615,71.43998413,72.18150635,51.7892378,1.114240738,73.61158922,1.972940211,135.7948968
6/5/15 3:00,56.29037867,70.47939453,71.49903564,52.9613213,0.6510121918,13.08872819,1.951361721,127.7196281
6/5/15 4:00,59.35594999,68.84435425,70.14453125,56.7013924,0.5188729143,89.69795668,0.4406777496,137.2993403
6/5/15 5:00,63.07521925,67.57296143,70.17705078,56.34760694,0.8255862601,169.5024953,0.5862457561,108.3143976
6/5/15 6:00,65.13543714,67.11763306,68.43643188,60.41866787,1.472196243,57.29182105,0.8292077822,201.6832269
6/5/15 7:00,61.7982914,71.11868896,72.01270142,56.07196842,0.5203671939,160.6180797,0.4746910901,254.6994435
6/5/15 8:00,49.32932327,78.11401367,76.33944702,48.77182184,0.3100534039,70.59342935,1.040869533,351.0616245
6/5/15 9:00,43.31067698,81.57657471,80.11671143,44.56580496,2.703012731,256.4438975,3.282297037,309.5790663
6/5/15 10:00,36.92995163,84.57007446,83.61618652,34.22755481,6.299237238,281.1217073,7.764234848,293.180941
6/5/15 11:00,32.58420493,86.7843689,85.50144043,28.89687293,6.255527324,286.3912602,8.699544661,301.8563554
6/5/15 12:00,31.61744766,88.78305664,84.74684448,40.58705989,7.599934324,305.2780301,6.139866611,244.2747168
6/5/15 13:00,34.73241569,87.66882324,86.7994751,40.0386866,5.688849952,249.3603594,4.397590461,294.3872623
6/5/15 14:00,48.13144642,88.69187012,86.11403809,40.89703453,5.026002407,218.6297863,6.224491598,255.0396023
6/5/15 15:00,42.06638736,88.57728271,86.0595459,42.33120078,6.562153397,229.3878651,7.130556395,246.1716618
6/5/15 16:00,36.99534521,89.92980957,85.87739258,39.28807723,3.600753578,243.1878626,6.019804662,243.928672
6/5/15 17:00,33.0650226,88.35848999,84.7093811,40.12570297,6.716597432,290.2326566,6.324886937,241.7904795
6/5/15 18:00,37.11766006,86.41099854,82.39884644,42.42730602,5.313789291,290.7146641,7.032130925,239.2155433
6/5/15 19:00,48.37541864,81.89715576,78.54171143,49.57044765,4.030600334,259.9399746,5.604309569,243.6590357
6/5/15 20:00,53.3777112,78.43041992,77.1697937,48.68537358,2.85667085,204.5669198,3.989820569,246.756773
6/5/15 21:00,51.00929476,77.58798828,77.23378906,49.38387661,3.005475392,201.8869467,2.520690174,271.7735758
6/5/15 22:00,51.8573417,76.64244995,75.40247803,55.14562381,2.499739606,211.2989587,0.1903829341,48.92002551
6/5/15 23:00,54.09949134,76.42915039,75.5460144,53.81461205,0.1004681345,11.54312704,1.720902712,71.77639325
6/6/15 0:00,55.47502133,74.91671753,74.85766602,55.62609125,1.566529984,60.57089985,1.826481686,150.0424672
6/6/15 1:00,60.11001948,73.66619873,72.93731079,60.05183546,0.1377230876,168.794444,0.1989659088,183.0657858
6/6/15 2:00,62.23787406,72.45231934,72.16409302,61.38597402,0.2318447907,57.97297715,1.884516421,284.261308
6/6/15 3:00,62.99375521,71.82752686,71.17576294,61.93557437,1.165116262,119.3315319,0.9345418115,201.0227551
6/6/15 4:00,67.40908486,71.08111572,70.36002808,64.76786952,1.6748261,82.21679216,2.369767924,119.5496435
6/6/15 5:00,65.98054263,68.23516235,70.38238525,63.04197988,1.427468844,76.86183549,2.188577491,130.9247727
6/6/15 6:00,69.461735,68.61358643,70.44594116,59.56115091,1.045163222,98.11192679,1.771759802,137.7180924
6/6/15 7:00,61.40353257,73.2289978,74.05467529,55.64921628,1.044361445,86.62830773,0.471343847,69.08948782
6/6/15 8:00,45.53452487,79.00753174,77.58595581,49.97224964,1.169821804,17.82803256,1.381005901,327.9180898
6/6/15 9:00,35.80327553,84.14309082,82.71558228,35.51475976,3.236766687,279.830237,4.098294354,306.5087879
6/6/15 10:00,29.18398597,87.30336304,85.83712769,26.37670916,6.967145982,282.5565316,9.757942824,292.5062509
6/6/15 11:00,24.76835564,89.25975342,87.38202515,24.35868067,8.85122734,277.1251213,10.15665481,289.2672434
6/6/15 12:00,18.00708951,91.8163269,89.43855591,18.65621477,9.882160915,289.2931593,11.08931759,297.0509994
6/6/15 13:00,18.19950136,92.95604858,90.79234619,18.19849988,9.442806069,299.1417656,10.76973132,302.5927325
6/6/15 14:00,19.47682397,92.18733521,91.14577637,21.86059492,9.098295725,279.108428,8.857088187,291.4699855
6/6/15 15:00,21.19624034,92.68633423,90.42293091,16.62288917,7.993805605,282.4407624,10.37730963,282.573095
6/6/15 16:00,23.39822419,91.39708862,88.21066895,28.95537594,6.567691273,256.1663052,8.640704994,255.8880071
6/6/15 17:00,26.47938983,89.91464844,86.68444824,29.06065739,7.992556558,271.8619579,8.400030992,255.0234882
6/6/15 18:00,28.93238528,87.36675415,84.93015137,29.91837863,5.421815301,278.4461741,6.708800513,269.6014301
6/6/15 19:00,39.0131756,82.45971069,79.58294067,38.46583622,3.424417028,263.831102,5.401656375,251.8636817
6/6/15 20:00,39.68364056,79.07443848,77.87341309,36.3441833,3.269871313,190.0442704,3.852059912,268.6011105
6/6/15 21:00,37.41810269,79.63243408,78.14296265,35.99657362,3.150875882,183.1943934,2.804414524,280.4616755
6/6/15 22:00,38.80380121,78.53209839,76.71699219,41.89760929,0.6619893499,203.8574695,0.6256011063,3.48090379
6/6/15 23:00,41.16621254,76.7003479,74.51143188,44.62249081,1.251802474,104.7484269,0.2731412805,33.23672808
6/7/15 0:00,43.37990388,74.60602417,74.9576416,42.0604482,1.158787381,87.20881997,1.141355125,343.114178
6/7/15 1:00,45.92305565,73.12166138,72.95626221,44.74491687,0.9485492068,78.94155347,0.2850450048,110.8481242
6/7/15 2:00,48.51646292,73.22965698,73.02036743,42.58448648,0.5269437164,46.62467808,1.781498592,264.1650439
6/7/15 3:00,47.47279847,70.82381592,71.58121338,45.51776915,0.7733693287,110.2988694,0.2790250714,169.2711777
6/7/15 4:00,49.25470565,71.09347534,71.9840271,43.7769369,1.394874504,94.55113441,1.548244848,105.7889755
6/7/15 5:00,49.00750123,69.56983643,71.13615723,43.38515597,1.88814499,88.98767642,1.399561602,96.63955832
6/7/15 6:00,50.43423317,68.02823486,70.7312561,44.16870271,1.851088512,54.52040621,0.7634987021,164.9107119
6/7/15 7:00,46.26908132,72.68253784,74.55960693,40.81247794,1.283599115,73.36116226,0.9330594229,109.2402971
6/7/15 8:00,36.73057956,79.65588989,78.7211731,34.357519,0.4512054079,186.2307293,1.231923979,354.4655687
6/7/15 9:00,31.07672237,84.79133911,83.03852539,30.49057386,1.566831195,272.227291,3.560296313,308.1854081
6/7/15 10:00,19.9179051,88.33179321,85.86294556,22.08490158,6.723767523,293.2059624,6.979695625,284.7436974
6/7/15 11:00,16.36415934,89.94282837,87.66827393,21.20093039,6.241835834,291.8989133,6.654719501,299.0342961
6/7/15 12:00,19.79539201,90.49884644,86.9475708,30.66887794,4.480621493,289.9191423,6.202996479,257.971651
6/7/15 13:00,23.12361153,90.18161621,87.66201172,35.609543,4.160960542,275.0788611,6.544677375,260.3403506
6/7/15 14:00,40.34277382,88.88731689,87.39790039,35.95834463,8.40868401,228.9081991,5.719767201,244.982765
6/7/15 15:00,35.179883,88.69549561,87.16779175,35.59997154,7.798880344,214.523294,6.014716436,255.4108817
6/7/15 16:00,34.17650677,88.15150757,86.69224854,34.89159326,8.720957633,208.8401953,5.344013542,252.0949928
6/7/15 17:00,31.07627816,87.19602661,85.7015564,32.9322433,8.273074812,211.0598863,5.10686675,243.3371886
6/7/15 18:00,36.1575158,85.02293091,83.60289307,32.83044748,6.837985751,217.9331003,3.97722103,232.4800382
6/7/15 19:00,45.76357249,79.46560669,78.25667114,42.5595793,5.310568016,204.7563103,4.744947281,222.1000975
6/7/15 20:00,46.77217878,77.42050171,73.9451416,52.31601068,3.128576083,210.6218084,2.339491286,5.214935975
6/7/15 21:00,39.72611291,76.58361816,75.27432251,46.12488155,1.267545974,340.4084783,1.167210695,338.9098896
6/7/15 22:00,43.49621505,76.75006104,74.98137207,46.46653496,2.108712495,203.2441491,1.505455166,121.9528142
6/7/15 23:00,43.56645407,75.91680298,74.86672974,44.73897042,1.245577248,95.12582491,1.343991253,156.9576704
6/8/15 0:00,48.62728595,74.63656616,74.07263794,48.14700531,0.8204261905,117.0177755,0.3627158936,119.5606459
6/8/15 1:00,51.37298618,72.92962036,73.58220825,47.92541038,1.927964865,111.926726,0.9357332475,160.6093044
6/8/15 2:00,53.27958778,72.58717651,73.02613525,50.15316984,1.188977276,29.01902719,0.6395787385,119.2790997
6/8/15 3:00,52.68294726,72.14492188,71.58890381,51.39364418,1.371999906,38.54954544,0.4296128836,219.1832843
6/8/15 4:00,56.72381892,70.08685303,71.94123535,51.11444749,1.62472251,68.70890094,0.9905624359,97.70915046
6/8/15 5:00,59.24463926,68.33848877,70.90429077,52.78757749,0.8449483216,130.1586366,1.044441709,152.8865919
6/8/15 6:00,60.71044833,68.18539429,69.60224609,56.59937954,0.8333896043,73.23568782,0.696695088,166.5448211
6/8/15 7:00,55.23162756,72.32822876,74.27769775,50.83795421,1.500370676,76.74842642,0.4325645348,121.9968999
6/8/15 8:00,43.57936236,79.77086182,77.80650635,38.97107237,0.6704553009,54.80237764,1.364191583,319.8008572
6/8/15 9:00,39.27568187,83.55021362,80.97359009,37.02843533,0.673315528,269.0441129,1.79139288,323.2100983
6/8/15 10:00,25.98742736,87.08759155,84.81842041,30.57877496,5.646012382,294.5823033,4.327022738,276.888714
6/8/15 11:00,24.00069459,89.04074097,86.82781982,23.4252167,6.962908062,302.4296444,6.450533809,304.9798062
6/8/15 12:00,30.69950491,87.86366577,86.02801514,32.64770195,4.502394726,250.3513505,3.148295655,252.1343001
6/8/15 13:00,40.79784351,87.86295166,87.4041626,35.97092762,7.889186314,223.1601048,5.512572013,236.6969187
6/8/15 14:00,41.34062228,88.12574463,87.61218872,36.67717445,8.440057146,216.0477183,5.992471739,243.0917056
6/8/15 15:00,39.20217196,87.27924805,87.34873657,35.69314404,9.145505669,215.8633851,4.73524852,243.8056793
6/8/15 16:00,42.89414419,86.16331177,86.24763184,37.01576453,9.183652947,214.7491569,5.510484094,250.7996514
6/8/15 17:00,40.50969333,85.86744995,85.31588135,36.91917922,8.53178976,214.6777429,5.500084098,251.1146924
6/8/15 18:00,44.43782782,83.5281311,82.80550537,35.37074125,7.536359687,222.9034362,6.15944053,242.2447725
6/8/15 19:00,52.82820897,79.4295166,78.37971802,43.71690375,4.105119356,207.3764364,5.463650547,238.1491613
6/8/15 20:00,61.06623621,76.70133667,77.08393555,48.89941847,3.002837442,289.3502795,5.743412894,273.9251956
6/8/15 21:00,62.49707013,76.32835083,74.0112793,64.13213389,1.217122789,255.5334227,2.929746986,255.1639017
6/8/15 22:00,63.46354247,74.79608765,74.97494507,59.10336046,0.910434347,189.7205841,2.316503772,249.5455569
6/8/15 23:00,62.13966978,72.78163452,72.65567627,66.84449248,1.102524919,8.435502425,1.912399418,64.20873263
6/9/15 0:00,67.01978786,72.31015625,73.4822876,63.02323591,2.109287051,51.26778863,1.088357437,136.7555084
6/9/15 1:00,69.36987065,71.20289917,73.03948364,59.44298942,0.8327155585,79.20058675,1.210652935,157.0299127
6/9/15 2:00,73.24579977,70.52317505,71.98930054,63.94546327,0.5187585975,218.8653297,1.070161952,76.79048767
6/9/15 3:00,70.96042607,69.28968506,70.71785278,55.74476438,0.5524510046,75.05737481,0.8149802849,253.0928218
6/9/15 4:00,73.6201986,68.53986816,70.28619995,56.02476864,1.194889687,73.8722877,0.4621259434,71.05392374
6/9/15 5:00,71.55043141,67.94819946,71.71063232,46.64696322,1.720687278,89.60843846,1.220094234,203.0140795
6/9/15 6:00,69.14894866,68.06773071,70.86655273,47.56146556,1.225505705,64.73629193,1.027058791,218.0139256
6/9/15 7:00,57.30805778,71.70728149,74.39113159,48.4131756,0.838684552,94.58714424,1.586032794,132.8958856
6/9/15 8:00,45.14935527,78.88926392,78.58291016,42.62027192,0.3326608327,300.2995922,1.843917767,353.4908962
6/9/15 9:00,35.61389787,83.54164429,81.92451172,32.43838111,0.1563571899,261.6066754,2.805848585,332.0852373
6/9/15 10:00,33.64594826,86.01345825,84.02493286,32.27464076,1.369986419,276.9071503,4.272189829,336.4199102
6/9/15 11:00,33.02608252,87.37197266,86.04526367,31.65764715,2.673738591,269.8264124,4.959838308,296.6972857
6/9/15 12:00,40.49892616,87.89711914,87.12340698,32.76371215,3.520553316,205.1977429,5.183543287,258.1712873
6/9/15 13:00,38.50126444,88.43078003,87.36268921,34.05331735,5.003446026,230.0070915,5.015239615,263.9411047
6/9/15 14:00,37.51022121,88.90571899,88.49966431,32.97821329,7.147974484,225.0937966,8.157506929,275.5301883
6/9/15 15:00,38.29137617,88.9206604,87.95523682,32.41901931,7.305032433,221.8707238,6.976343626,247.5012376
6/9/15 16:00,42.94439136,87.1000061,87.00722656,32.1372419,8.929310725,220.2958751,5.100586064,251.042566
6/9/15 17:00,42.92584369,85.22513428,85.15141602,37.28009007,8.818425872,212.1698334,6.377702648,238.462746
6/9/15 18:00,46.08038526,83.8809021,82.70064087,40.40994358,7.306386035,220.0814211,6.121148112,244.2698508
6/9/15 19:00,55.02846202,80.31842041,78.64075317,49.02778634,3.888098363,224.626127,5.194010102,243.3008921
6/9/15 20:00,65.18296555,77.56947632,77.53536377,54.13327548,3.535689866,291.7896487,5.926487227,266.2283078
6/9/15 21:00,66.2512194,75.68944092,74.40546875,67.73504207,2.445411894,276.6100851,3.584280643,252.422606
6/9/15 22:00,68.51678547,75.92608643,75.14017944,62.93701386,2.211597681,134.2599332,1.780574369,250.6871442
6/9/15 23:00,69.30563678,75.00224609,74.58575439,64.20099947,2.010794479,72.47991592,1.182046588,103.4004375
6/10/15 0:00,71.73475116,73.20801392,74.29516602,61.32862814,1.354877775,52.79998762,1.117243473,165.0170547
6/10/15 1:00,74.64694283,71.07886353,73.33144531,58.72987679,0.7742466345,175.3061043,0.6462987825,228.8381854
6/10/15 2:00,74.09111473,69.89168091,71.78078003,64.8567276,1.155762346,51.44105409,0.07828356313,22.77524656
6/10/15 3:00,77.18312924,69.34945068,71.88273315,54.51150472,1.7719127,125.7624093,1.064293717,265.6606518
6/10/15 4:00,74.27829934,69.20119019,71.78204346,58.99920631,1.272762813,97.3447851,1.354199618,146.2301064
6/10/15 5:00,74.01173224,67.96896362,70.9770752,62.67709033,1.54877272,93.88403433,3.213584236,145.8877296
6/10/15 6:00,66.13941321,68.12321167,70.80898438,56.4368628,1.180417347,61.56670195,1.187074131,216.8949399
6/10/15 7:00,63.23533176,71.89591675,74.49830322,56.4160015,0.9402873031,156.2028293,0.7499424646,208.1533818
6/10/15 8:00,47.77979108,78.93947144,78.57357178,46.93808179,1.078773154,186.8505134,0.828777824,305.3321343
6/10/15 9:00,42.64987827,82.68685303,81.28626099,42.77973435,1.665610369,242.6667368,3.069047309,273.5203966
6/10/15 10:00,33.29645459,85.91403198,83.67479858,38.94826353,5.649440931,279.5993065,4.960117239,282.4022835
6/10/15 11:00,35.92571,87.09846802,85.00337524,37.53062977,5.194762493,287.6340077,4.376716243,262.9739746
6/10/15 12:00,42.04571169,87.47496948,85.91298828,42.90894162,6.032096638,219.6653879,3.593070372,276.2434975
6/10/15 13:00,40.86849697,87.88239746,87.62037354,40.32479542,5.300199411,217.3903642,5.339336975,268.005276
6/10/15 14:00,43.45620389,87.61477051,87.927771,38.93304561,7.411390346,219.7204174,5.134263522,278.3046698
6/10/15 15:00,44.36129758,87.19080811,87.3272583,39.44987845,8.397486583,218.8849207,5.682886463,266.5446625
6/10/15 16:00,46.79642397,86.42011719,86.97119141,38.60564978,7.885701066,237.2762977,5.256127386,266.5746022
6/10/15 17:00,49.53026169,85.02402954,83.70490112,50.07893725,7.136096264,221.7544709,5.516748845,316.0290755
6/10/15 18:00,57.10648423,83.72061157,80.62471924,58.43260011,1.432062054,177.7519917,3.959592363,339.019932
6/10/15 19:00,58.43311647,81.0954834,77.81156006,64.84148154,0.6437363111,308.3338387,1.933789472,347.5280771
6/10/15 20:00,70.66501903,77.69164429,75.70234985,64.58936291,1.708099529,248.2883129,1.995217146,347.6588798
6/10/15 21:00,67.88241552,77.39067383,76.00562744,68.33473748,2.148226717,272.908273,2.002835148,236.3555152
6/10/15 22:00,75.28221552,76.63151855,74.49066772,72.01331639,2.146196516,103.4323842,1.785630315,91.95364582
6/10/15 23:00,75.1215046,74.14575195,74.37322388,72.93261246,1.601322924,69.0486529,0.8613170738,86.12120371
6/11/15 0:00,71.64644032,73.34677124,73.61873779,70.51419656,1.688641089,123.4565766,2.44382694,130.9507097
